id_pagamento_cliente,nome_titular,instituicao,ultimos_digitos,validade_mes,validade_ano,cvv,token_gateway,ativo
46,1l/boLzwDJXEdeIN/Og+6dIXLmkYGNQLjhV7HhLKEGVPAL/bA5S32xoKqPgvNNeGx++EXprO2Q==,Itaú Unibanco,1GIKpTpQecN6CSmeZUpA2Qsp85xod8DfHZYGBEACneOo9dgO,MZVYNc2eCoTIOFBllJs0ItjeTpUjbcQCncbKpWwOMc9WIg==,D1invDS9YBaAwDN+gJVagKOT4EHESrgAzF8STEev0qKB7A==,105,dmTxbGGp2j7aG0pZGWjlWHLTe5amwwinqekE9jC4xdo4lbpe1HptSNE1m0J2u+dq5S77h6kxLNJOHlVLlqDXcFgXuNY=,1
47,VP+sZgk6fYeJVQoNH/znBzRF20OZ8k/Wm/27EOYgWq/Ud45aYVMQjuVIhJ7Cl5AdVg==,Itaú Unibanco,TlogayLbbQYVLagEfn9gugQFGJW2w2XskU+rc6mBVS32kyWa,iS4j/B3NeALsF7S11EvPOlR/LKg2ZtVBCTCObjr52RPmmw==,q9ulX+H7Cj79wwrjL/mAmy8qR3PZGqVUzSeKijLMKzJccg==,322,3Ot6FW5sVR6jykZVJ7R0DDDi0kj0DJUkL2WtAwjKPgDhmiyv96f3+b6Ag9UFZhqaFy33XbO9+EYefhCroWbIlilSYAM=,0
48,C7gJPypF4d5AX3StBfz1tAaZ77AsOvriQ7lheyEUysTq1kmptmEcGCP2U9DfjjdA,Itaú Unibanco,km4vi0HMipgGd/GS3OF67dWgDdgy1GHZjq52Y9yDPDhGwGbK,NAL9JAQSrYf2OKamPDwI5ncmMXcE4N01HMM7jEs+F8CVlg==,GF6xtcBBK7ZONBD7mfcqcIbI5H6jcu71Nz0Pk/4bqyfdgA==,763,xA/sOx+RhNR3r+y1xXixvl+fUQxo8isYF4jRKEHw1YRzqlqe+WtCNyijmA99J0M8w+mo5dsNAJdD8hDjHfGjmV6dB4Q=,0
49,ELPsNzE4vUuiG72P61JREE7s/81wuaMfQwk6bf6CmXWJBQgrekjzOWC4Q7Vo2SY=,Itaú Unibanco,oPf7/xkp9+Q6831ihZLDH1qcVpT1ESKr2+8pp49K/Jstmlur,7iPg0AAU8ksX7Q+EeFocgBOh6lCwku6lsZRMZbHQ5EJ+ZQ==,f+KIJnanKaSh1+IVyWelYrHl5CKdEVcp46ZpBQdk2GBP7w==,022,H/B6ddp+VWwV45Co5zNn2LKjH1M7+Qt4HTWcI3j7w6f3v1zScSVyU6gxuTnADYQb0Ys5alUnHj2K2JOqWb7yxCcVTC0=,0
50,ybNzP4YK4hINYkxsc5owMF70edREePTo8PsID1jMtqYSB8I4cPq8GfGctNpWdRs8GyYsrJo=,Itaú Unibanco,FR9nI7lrwoZuUv6119ZeE1Q4cvqHLYZ/u9RT6t/O8VmwUOW0,GsmWlZZnAMrXOUH1R5pW5rlmaZfBD9GArcljB3Ogc+qX/Q==,ZOJc3t65/ci8q+xX06RW1ZUF2JJqW0XdgqMFVky/jM6kEg==,194,H6yt6IlCpSOTCJJTpSCQnadniTaANXYuz9sjk+ogOaB+50ZXdRTstLUkH96gR6yn9c8L8HY/NL3OTm6kBZsEHUQp4Vw=,0
51,lmXIWkTauBLy3Lx8AzofDPgZQ8Xqjlp6DSpxlPO0GHS3+23VyyMzjX5u68b/8aJ9UQTkMS4=,Itaú Unibanco,WMGmoabsrIxk5RfBdXPr4fzXFTgJCcxBHGqepUtjKOWrdiKZ,oxN6+FFpwQGpo9eu8Z/WGeaVqZKgPWsFkPO4M0GLTvDoeA==,mc9iHKmZ6RdRWWuy2vaPbi0fmFJtoEb6eUYuiSWtAL64Ow==,063,0xJAHCEMLwZ51lHgq8sKKBZzuV65+D4M5vPzPOb2EANtdAbFSy1yj/iXF3iyHaY1kbvupPKqUy0tPBxqGBmM914ssaM=,0
52,sgcmjS5ZFr1ZnY9srKiSUsQWmu3jYjaPF8eVoPm07LfWZJhUsGodrULqYFsIvkPTTIg=,Itaú Unibanco,lXSRa5qYymIZYo9hdOYBGOSZeCu1UpgKTyP4idv4+50C9wc/,DN6R3wlalw8IbfsHNoaqhBFebsMRxH6t99y/xCcjlEUfgQ==,CvnbDRY5Vb7/QrDXobkLhn+uWVQEaiNm28zzTP1PTND3oQ==,309,hY3RAfeaplBCAAjZ3Bjqx7cc9BneqKyMFVSvEBXA2qgGLEVGQkbQgUn3BNyf3w68sOkhOQeb1EIMC9xEmSuFA3OVDqA=,1
53,0pn+WKRFqmM4SsaxlYdPvz/0mssmvDbQllw6qWgZeC8wf7awgSxbIQIhtpxZ,Itaú Unibanco,m3hoxbFTw/TVSEi5PVsB3IfhLvTLUZtNk8bdQtKjofZ9+7b9,bRszK9BK8WyG3nVMrzHM+NDR9wUfTVfFD1pw0PdAmNi+Ng==,0qKF+K6RE2XX0rDi2MEdLDJqXaKob+WzhekQ+MhWjEP6Yw==,541,umpEe355GWMS9TeWhQAhpZJ51G0YOqV+RqBmGsiVxRXjrtitjRBdcs6yaHtR5xht100pqnMbMWpsvckSmArAQc5A3Wg=,0
54,LLF4EiwRetJxuy9iE0JGZ+eARrZb05xAC416cXODXx1utcvDwQFou0D+vFQ=,Itaú Unibanco,+9KkeIgfHg5YO2sU7ULgLl6dJS20kNQ0ppFMSfPdDdItsFMq,a+9u3ou/qgnoId2Vf0siX1D3oHaGOyjPx/X4x6ijmlCj+g==,SpLajVRNW9inRSVDhmOGrUb2jJEI0j9wXyGcOBM0UIyn3Q==,844,1Fk/10KwvGgd0ifGhWaHoLNdyAtkxVGw1eibTzZG3UUqe6dAA9mmx8e//hUsCePUkCky8fLs/U5mSfu0T/xldOB0OWE=,0
55,41BxJazR2ETqrLxYUof6fvUdBFh/wyjRuz9rEOsbnZwEEc0gBjm5p7Z1lFfozBiXexmqHNk=,Itaú Unibanco,rhQCT9hKnEBbD6VkjNZo80246wA9V8pFhaZwvY9aKN3xAji/,pdA7Z5ZiOMkxmxzbIlV9wq3s2KgNyln4SqOU7b3H2pFXvQ==,8qRLuzEZSPnDu85e3QkN5GVc3z1Xlo9jpT5/+xeCLjtYog==,3169,dGoou0COqiuZxgOn9LGzQmwgPoeWdDiiybEVKuLfkRGlQuCBh0esYpoFPrRuB4PKXSxwhMXgM8QMRo/abC13P68aPxM=,0
56,Z8sCGCqjrjHPp10lGZt3AMEzgYMkDaYS0S0THmahbNxgHZTSlmZjrkT/6DN8+l4twg0=,Itaú Unibanco,Ls17Boi8pZvsQbXuZCI+VH7ca7kl9qACnj+hsUNtsbWg1XOd,6pvb9MdEgNsjZ5qK0BMZysD/MLYleZypB2aaCL9UKUcZcw==,6QPJWYYxsXODmQcWQDqYT83yE/NtLbJ3sUQweyzFlpiVcw==,936,+lSI3mDcSvcamJOBFAq6WPiuicIkA4uTYa1Sj7mSNuzNbVa1ql2wvd/IybS5N3Y7oRuWAt9+f/ybGmi7R+6i5JSBj4c=,1
57,Gw66Of0+2KSNMagGXrlQNuj5lBSYRN8Jp6A5RWjMQXKWE1vq4ZEX87LRKB5z3Vu+,Itaú Unibanco,O97k2N6y1FY22uFGfx0j+XXlvg7SrtbnAGMRuJHzJVpHpSW6,7DyVlaGKs7fThgT307SLoMK64LftDYjh0KHs+lqqYl+gnA==,Kjky/zQjvls0UfLvh2ivGI5QvsZug+Q/UJ0/kL7MHwon2A==,551,smvgUJv6jFkOTZy+Y1MM2lOEudl2yQwo2ACqQ1jPiNRKIttr0DwupBbqGO7BR6yUIetnx4Vs5E1cH+3a7l7s0+lEOTk=,0
58,CUSq4Cw877/9xwgN1VF3P0EjEX0XG35eZFh3/0EePj1ig0fhbib3m89Xibk=,Itaú Unibanco,rAztShIaXqwDY6fY/nIgCC3qYAG3W6ARqnpO+G/adIZbjBNC,MM3Z1Fx16Xh6o9eZmsqCTPDvUb1DeBzysp46NdEPOcIhjg==,D4gZQnhJ9xgw8yaxPaiKORFhhJjI14kerUvZAz+gGubRVw==,271,JVtwPaGird+sl4R4ZtZi4WPH/nyQpudpG7fJiLOAgMk29lDdYF1G2TMT2lCk2tGvU7NUchqMT+4fRpVEYVqQpuGH/k8=,1
59,7Q0ax+jga1beELCaAXpZXvRg+vJ/9wIbvDzZduUzihx5Lswz4iG+zvSokY4=,Itaú Unibanco,AkOUEOFUrLb9+y7JwYMRB7ydrPVYDrFvPTkbpPgUrvPAm0Yk,F5HFMWTwNhU52etsTRLeecdOrKMWb21L7ekalqwEEfTBHA==,INNhx8a6IRLhj25Hr68c3e8v3w8fdiNrfnaY9U2NvOqZiQ==,103,MnHDE9Kj+Sh7uv4qHF216Bot9SGWs3f++wViYn/3s6jolC805wxSLEbRWSU5yYLZ/GHSMZx3rneRz3TdlmZ/fR+ViwM=,1
60,peVb3kPBkMdoNZGyR83GXRQqlBVHp86l+5zx5ETNiF1yh1bW2m8LTgwwq6+E6Q==,Itaú Unibanco,1J4oNZVn/4mm79IG1Pynz8kFgeGbEuO7me0J8OL4hEa4PypH,jayfT23u2aSV317j7aGmYXBQr1nruJ50OP4emsrnH0PdAg==,cRXKt/QUMdEVmr6Z8p2e8ar1Ilp84lt3G1me5gKHjQ3XTQ==,763,qpIMGQN8TRahp/Etf0ob6psU37jsICuYcUXNyHMpOSspMEKfRYBv3fK5VhWTGFLXDBYFLGeOyyk9V22xVg38U0HFVzw=,1
61,j/+cozeBDAB41qykva2uaXMr10YowXUWAuLQvOO0cMRGjIPaiLSTCH3mXy01kQ==,Itaú Unibanco,lngj6EUpooiZq0x05pn2RRQIbWpHFt3VunGpm7MVtleHoM7f,1cHxvL9PKGZEjD9Y3uaZr0g0nk5RC5i/IwlvhT2QMCCXDw==,06pe2yoMTu+ZbqgYIpqzPUzD11Xuy+O7SDWf0OHgJHt9nA==,263,e3pNH9oWA5yrIRHG6dtLclIZnHN6QxxXrnSRW0yryCqsLoK/04xt8g651GrVjlpaFIlCP38y98ScDnaex+6xwZb5xJY=,0
62,HfYeQNB1tcNjJBHnaRH/B51WVQ8+T5Eis1+zEtgpFGwcPNKRgGfqSWVfk/OE,Itaú Unibanco,F4mfguDiDXgmDWaD5D+0efcGzrqKj/ZMvp0L5aTI4XCVfuPo,C/n18HegoTOtEA3t4PKutaeXqtIilEBAot7gUTMGvXNnIA==,uwKKJNQuPRcMej6VUAUdj7i32yWo85zKbLzBlNseFy/S7Q==,480,mibj+fZ474lBJMsqznpuI8Y8TKwi8aGy9kl9LPktYPZcFOOpUfkHsQoSX2Q9bTxGjXllJoEkKhHmwTc7q7OGplCD+Ng=,0
63,dU5kG8dCO0/0icYVA/B+tJM3fsdGWlbQl/t5coEWyVGI/6GhWM7ZNkY/tscsmWjYASBbbg==,Itaú Unibanco,l4kHeC1k3iqju15mlZp61Z8E5Dzub8oeznL76HyRIKBq2arx,vpsFXRVyNWRWKiw8NiNpTst0M8k2TXd/8pH0mvkU6QC5UQ==,zm/FWcaJzYQ0vJDX4saBniGj/M4brGK9BWGAQPulC+dDYA==,3987,74k5iOcvLruLiE4QYxITvE1jazc0xK6506xLx5vKF6+QVolRuffFVDryuioD7L6oci8dH1SoZPKqJYuvj1hzFpHB8OI=,0
64,p5t9DJzw36H8x/qYZRyLUzRAM9oVmEIpizUbzUn1ye6Ze8/LbfGYYUPjJotQIAD/OQ8=,Itaú Unibanco,lpJNvknVhlcMmKj7TtEPsNdgvmS+/zPKdMtOW5JEH6anhBfI,fcBNJuMSUodi6RW8GiGea2raHsDfsfTG8nNl/Y6Jeh1pKw==,JWB0SaMdkP4jgDgpoDau7UB9HlZ6ulBelSZA48aDfn2FYg==,281,imWl6Xy2I8Bhr+zYzoskapPfC6Sa7L4RLk0IOQ5OU7C0tAIY8UwxPE+zPNJf4TTBzYvEnYgERBG78yJU6EnnO6Wn7Tw=,0
65,5Jvcmf3M0ykGlRWuAGut85S7Aooa+EiHlyOw0NbxsVSxwQR7C6UR1V4mH2GZ2Gqu2fcxDYGT,Itaú Unibanco,bLVJGHr0UaXNiDf5XDddECI+SBJqK4sJCVRILRRCVPi8juh5,TO5i2m1rsZShOm1VOlOsJVToZw8i38cxnkLADAgRr6SiYA==,PsnjjPnM4zeMuP6Hr9ni0lhfQxjQ3JStwG2ZbP10gCB4xg==,228,HcUIHxIYET0SalqPdPYHD+usCvuJ5Wc2qfS9xTpwlpPEdLUnKuCqUCDkABmFF5inTnquQB0NHqWinK28LJSAnpwhLZE=,0
66,/OXADjNwTT5Uc6tBuxX6mrSP0b4Fp/r+r/ZqQweqEETAfaFrBvjrzbYtdayNiUOhpOY=,Itaú Unibanco,/mKO/tH/IFxy+neHbR7wQL9iyKwbxlUHMc8yWPRgoaFIsuJU,joqE5GeFPYAdFKL9MeXaL1nSuLI0oIbX8V2DTCSGFUPDsg==,MSOuLEO30znzu0LtajpVMlBnOjQEgvdFjo0OsfYny6aSaQ==,453,mMmKZC5r1A7u5rtcoGI1ZgDqO3586L9jE9EVIkmiDUbeeya6EYeD5zeEK47E4VwK+t3S6MWDoz8KEFUG4x4I28UOi70=,0
67,7xdsloaFP4SziPwGEjvrXc+HtOsfnyKzIswc7EuV3j8nGq097rjqb7k/vbWgv6BU,Itaú Unibanco,wfcXInqyxOrmpsdZHDmhnJj7XcEVbt4+uvUcT4e8WTefXCCd,7rHQ0lmQdD7ExlCDR+/Jj6OTtFK9cq/X1MdhA0BjZKqrvg==,IMizRsp04IMPeRgXB4IpmghTTbBTeUJVrEzSAVbLqmDs8Q==,423,biWYrEsrqjWoZYZS/w6mLjT1AzTr/ch7FafQY7qsEM4M0nQWg5RKNS4NL3ydTQgU3+9tbO+mEp7g2Js2J6s3sfLk6jE=,0
68,zWOmoP3XnR4kNh0iGBrZkVc9SjFR5JC/IeNqVUg/EfmTkQjD4ckDUzurgezLiocJ0J+w8w==,Itaú Unibanco,UqHs1wPlQ2wCj1pZ0919/36TWRc9CcFelwNxY0wz9+Giej7z,s7A2MJBkwTuACSaUUHR6MvptvVYJMdHdvb++kajSf2qXbA==,AcKrZ7QyAS6fEdXEAMY8jyODNC446Za1ikShDCtwiIZsQA==,767,EaJmrhS4rP+8sVfhrszRdJ6xJHZ4eqi3v6/Ej7cDQemLuKSIexYvpP8Qb+FUTSf4fdHEVD+DGEZA7HosDDPARf2cIg0=,0
69,e/ZUelncFnHEjLd0eMRiV9xCWw4BKjlwBXM0can9gU+hUWrYPcGxPRq/gyqX,Itaú Unibanco,pA+s0CnbiqTzO5SkzdL+1KaYDz4LARSMJy8ZhvjiRi0pVIHe,I8MKGs1kuKlGixvvfqsptS/kaZZNPdu0G1TqS9a7L3J2ew==,yh3d47eCcaIPc/hdisbfFlBiiiW8FBE9tSy80IZ9tppL9w==,198,VXAKiOvR27Z0IIP+rYfRESJNvnUC5Lx1GuuHdCQdTmeNSuBQ6/zNmcAWYN2BMpvB2UOW8U0zUrwbvhWa5FMF8AOMWdo=,1
70,QwCQnfOgJwsWYIRyfsgJpAo9Eb2iSQ2Y2uLfScQgvvqTWoR/9GgiJXs=,Itaú Unibanco,xDhzk/i80g1Le4DI/wGcx3NsehurqnbzB+i0D22TYVkLyKVg,+CPP+Orss/lK4NYG4juirrfpo86epUbTwWkAOyiIZVgDTQ==,zB+0sj8e5JW8K1NmBIegZg+RzQMZJcrsLiLZgmHMR+ozBw==,427,bEpXAAV3Ztt79ej+Z0GKWcYvdRwbyLdDbAgMv2yfOd3XHeSkGXiV6hkkqQeh+v9Qu8C/bJNNz3QHNVJjVxlgiHFWfEo=,0
71,VHlsYnf3uJmZrjs+z/zzj8TAdsAOh+znNpFdnIv4ymZGyYLXlQa6axEx7C8=,Itaú Unibanco,aQ19IfM/K2laFw4H5eR4/ZdElwxPsNyoMdPPw1e4Gf8wZG7K,0CtuVS+H3WFd/9iteoVubLpl6Jshqwr+rbPPE/yzdNIQOw==,Mph9wc6YBndqnakEV+RqF5JckEeIoWnOhG9gYu0AXqtQCQ==,985,kRIg2uSM+xAMPXaFoGf/9TfBFI4Ly/SvWybCcUFhWdpk2TSEUaZLrigcwMRh89TvGqL0Xd27M87YJOOM8ur3C/fxkY8=,1
72,Yh3iR6hobCJU+Zx1xCFdwKbPOw8IMD85lvXNQ61o8LIXdWXrgfNyQ2Z0,Itaú Unibanco,I7dj0VhPbWwa230KZFFaA3byX5hFHc09pqlIQISUscmJKsP4,TgNgTV8SEm+GuQvtaFVz5UqiOHxqFwEZxk4qAS2gHDJ8vQ==,mUDaHBNEkTMGzD1mdf8yafB8eVnnnnq2nf2Gtzhcqfvm7g==,143,IcyyG/levARYdkQRNClrY3EP+g4wPBB8WS2M9O/J08rGyPfPlOz6yr3VQp9o0Up+Sg1K7yINn26F58hxywOHuGtkzo0=,1
73,RRY1IzL8m3saOHdCP8qXiMEIM03MV3yX0JwFzS/J9Phy/Haki0xgOXBixn0A3wnG3g==,Itaú Unibanco,/fDavch713ypfacPJDGXne+zOyHHq9elPL+jlTxSK2zJnL4C,5UNzMBzCzH4H+/Su7eEyg6pYCUk4CwWjyaAKoB8LYBna1w==,p+/9nmWR7pO2xfwd5lRJ3tlc5vfuqs8thw5JFk1zAq0d0g==,695,Omzflp0VA4bGHjb69Asdm5gECwMp/o7J0K6AOFLoUGtKLTAMAQR6SEOoVfpfHlK6r9LkkAKLEOLBvCBlTigb04fdkaA=,0
74,z2wnR+zoUK4CjHTyb53f/QV65S8v0dX7j+T5bsn3aAUV0bLOY3n1thz064rm0aTv,Itaú Unibanco,NpdkfjCFP6EkM2oh6wRv6Qa52+jAAOpgX15BkcPpWH4qzq0y,c91iPlccU9qunI16e5epMb4ra8DyiKdrmXE9E6r4s2dPHA==,n0gmHbiqytwBZSVz7Lyd0yJ4mH4qfbAIcnl0EtyVePpamw==,945,QaRWk8Y/eWYVZCw72znfiM3BlTbfoHBIScUGROGN52Jrh3aTIqb04bGk39ZNmuIJUH3uVEo+GgnPkxn7MZNwGFwEVD4=,0
75,DbOM6hO6Q5ugPBeY011bhjOLJ6P1HLuqg3AqOeLPr8yD/4Epe6gr6gmwho5aL4mi,Itaú Unibanco,CnBMz8d6HJuXgFmjab88920ZUSksVOmO2sKtsu+4zpaUr/N7,MlvD3/39TvT+ShEGq0r/Y42Z4WcoA60WFZqJEjCXK6NYrg==,8i3Aer8EOBLcFS6QZO02Icm9nOw94ckgGIBc11dsWz2B5w==,116,KJtQ3LAK68Xe0hf+8s7zynW7Waz+VhXkl/qiIKw96IyjK0+oeC65wEVz9R6NOtr9uRRdqf6HElcPfwM+5BmRYM5JE/g=,1
76,dWfLNBabHlgY/G8+UvMH044Cflnvk3MKu4xTEt6BNn88jRIY9wtelWp8v4fpmosQnf0=,Itaú Unibanco,+JPaERAtSblPN/MaKal1Z9bITUm+N3PebYhKMF1EGXpz8Za3,7yv9lBHt9Dsm02WA+qNIzI+yBxsnUYf2kz0TCMUNA09UHw==,NtWvN1ibynxs/i+f7+L1lSAPk1PEsa5yq1AXAVNnRph5CA==,230,cEUhgUQ3ECjxIZnDCK9SgDuciOu2ujQb+Z8QzmB/a3wOxm2fm5jsOqb7DjrsZKi/zXIRtB/84Kwf1ntDugK4B5VI898=,0
77,2kqgJDaDgn65QB7c7oEnbi+tN8+lZz4GPy8FCj6lbRFgFPO7Fq82OcxR16dOsCSu,Itaú Unibanco,yx323sUr6iRtcGDaJrrzU1lpxs+Db564NFWTJNJa1Vd1MPJ2,PwxBlu2eVXFsC2yMDJcZXZdc5Bn60n2ova5ZAKGxQxI3Aw==,myXPPrBhT3hM2Vu4olHbPMhFJiID1ChVndnAqRtgfcWLig==,749,LLtcymvW8Ccn+G4Yi2DVbRKt5SojpidPNf5w8XXV5D9cojDlWEy48m/Gra+/0yKQEOtEk7yAlkh4dtiH/tDpMjcixRs=,0
78,YbRttbVv+58a6v6oCdnbNAq+cd8b2pSZjV9iMUMazw99jIczr0HvOYqw80Pt//wbqA/E,Itaú Unibanco,vM3VQN1XKuAvg2060Go1F91+eiTih5Bz2Kkn17MrWA2RXxVR,zG/x//Rmydc5eB+A1eT4cUV5ZgVs0xknUwDUPTX+Cohu5g==,rYphqprDbYuIY11L0NdbrEDkNhcpzgqzTl/HjKjrqtaezg==,411,eJ/NiELB2QSmu+S10y2LP6415q3HKcPuiupHWARfib+xbA4Cp7uIlfr+AxBvqdOt4eIZm+ngTuMZYNga2bjp3dOkIV8=,0
79,nBttPKcBTNMB821NqjN/ZNr48kaM8d+GHeA6uhq5E7C5Tviwz4/SzUZxdA==,Itaú Unibanco,EAZ1fvL6+cxQzJRk3NwDSsYm2Jf14oxahErp7H5ddii+wQnK,w8afCSb4W1SJaelQmgwHZRFuGkft7JiqYL2Vc1Kut/4B+Q==,nFXTfuq9nSZE0yLc7x8VH5GGBHPHWkNpEss6tURpWpFyYw==,813,WkjuBxMXX+De1DdHV4mVERC/+6xQrcrbUQCYTh7hl4XqTF47m5UTTGF4YfrMXUKcwbAxGv07ujIKXZKRROKKGn6GodA=,0
80,xkVHt9TGMoA1lRioQrPYAfObjAx+hlEGJgiptHrbFzBgKv8ZuxIKV8JnHIrCTie5oJIB,Itaú Unibanco,73fIUrKl353kHDvcWmqy+xRABMIutbryEpaBsXRRwj3oJIEP,c1BzTdsz8SCBWT/LkaOPNcoZ7vFI0qiVmWtwbFPHUudfqA==,KLYJoHHonEZnQFMFbInrw0vqE4qeYH3zqzuPMaoW6hoVFw==,521,KggMoloHA0G2Mo4aCnk19RDY6G0jrr7+1ZzECa7LxqliEqZ6Rvtd3/UMNYpL9BkKUxNpfAFehnHgHuFp50LOd+k1lb0=,0
81,8O+sJvyQF6C7fRzTHG0XLQM69PH/iQMy1SstR+/PNZ97s9FvYjOi4aZQkv/DThKfedXEoBM=,Itaú Unibanco,zoB8XuJ20X19mKMYL70mwJPSYoYqFnU0nqeG2Ve6ZM3kq9RY,Y6MAMOumBrYUrOnqgQEwCHVHgwF9Bh4X9YYPd/6HcBgkhA==,0ESwgNGR1jPFD5XnPQn6O9YLh53XaxNPzdJrqRcvPphpaA==,677,6xYDmyx9oYYncYVzSDF0xWk1vjJ3lq27A1Fw2346cTCxvl4Ql2h8nRKdOs1cjaGP+yP9b4LKHuI5UvDTMO35Nx8VwdA=,1
82,ipijQviAyTvWxpy3rkb3hMbOnxmhTreNCEfvuJG1M+Q2dZXE/kLwfMcpoSKuIg==,Itaú Unibanco,jjvmhw81MStUdwp96Y5jVTLST144Qle6FmWYxX1cMomP6fTF,zGP/a+qK6SYi/wLJ+N+vSpufmW/0y4A6FGWAkT11ZLvuig==,W7T7OfPjiHrGLH5hpjihRDwmMwtBaAjGrsVy7CRGv97bOw==,087,3Q8hpkixfriTmMwyj417LGsbLddUYjOdCHrbTQOzKew32wcPCONmp51zECSLp6u2Gl/OBdy9FkCezVfJERiASe0ppXc=,0
83,DG4MZqQs1Hk30Wk+QW96FdO/njorYgRpzuhfdqc+3s/6uuKOSYr1Ej8atgdz6HQ=,Itaú Unibanco,qJMxgxYBqaRptRwjRhiIVrEaXcYbrJ2bbu/kfmhrWVIDJ0NB,Cgn+7cGpz/sz+25ddlXs4emPtGJfNwhjzD+fkAlbQk7reg==,6ap0tl1WWN75BnxdPVS81WIZowmvbYA1fVs8xRFT184G3w==,673,YaCxrkTbK5lgJ/fKjfEi2AWXVuqIgCHqiuFNUZjPxvPDq2MYtBrajMqCIgfRuTogUPRC5ByF7vCdJJU+6AGdkRDcUkU=,0
84,G7wWnprXgk9pr1DO5OJIFhlbWWypTSYMqiAk2RKPDjfnIpiPfREOoyOtaS8=,Itaú Unibanco,qVtkDcKiSTh5DwU5eG7MrV4Oezxj6PuwKj1kHobFA+2kXE/o,Kv60e+fuZcUKbIGpjYtYK0bkZZqzuuYev0vWsGDxLnmFLA==,X3qUSIISTK27qJ3dfmOMm75XJEbITTuT6533ACbrUTzQNQ==,286,5KJ1d3Dki/WI5dryxJ7VfSLn/MlMahZyINpnmjB9uZBWECa/qBwBFUXcdmQ0pW9CjKpUUqJX43jLj+TuumuLR2I70xU=,0
85,SI575AXBk9ts8ybWwcLpwFHGi6gmuGvYXJ6XCB1pGpC2d6zeDEfClGUGpGx8Xw==,Itaú Unibanco,0iCcHiL07KF3k0giqdyu3Iduj/l+ua2iQXcHb+wQEs6LSR2o,AltcH8pl5V65/XUo5PybRwHp7SSXaUzO7sHxhcdlR9w62g==,wioXc4vKBa8Em4kCIEwby41ZXAhHbu/izQ11ZN0pWR0m4A==,886,IzlrzZ/rQoifD2t2j2aGDzQ5vR1VMwTso6jK1UhqbrQfokBsjbIa1kLrYVHlgWOf9CcLm1q0b6ewBeC8VZe4i573pPw=,0
86,SuIyrldPgJT5oNYT4bRT1woCc4il39hnzBK047h+YuYhyNafivdnru848BKSzpY=,Itaú Unibanco,I+ycGeOggi57/IoJ48LkgN1W0e4f9uf3eJOz4Ch1QHP1wRSJ,i8XTqIIhtXEG9UMRoWgWLqfenfm2juqEGms1lyyPm6oO/g==,/ZOA4IEC4X+L4VaDQJz0EpbPnRB1CkozGJgZ7abULmYTaA==,172,nnpL6AcciF037Nkf3uxo6ObWensMDxJe7NVGEXXeZdLSfFXSVotei+wtyCER1GaeHOp6HByu6ClIZv8oKjDSnHSbGtg=,1
87,/3BEUYLYnfUUpAFwOBAtk286TLKZB302zsz6QyFcBQQgZc35aS74lWvM9Rw8,Itaú Unibanco,K2VAP5aldcngNcrn8RRsDNEyZ/1ao+pIgo/nlhut3AH8EhL3,JRaAlg/j9fssyP/GH52DK4KiPZOOtBhDaFK6kaDqAtHI8g==,+Ilz5+qsbj2xVSaxNBuC6QC6ZUoI2X7vpwlESR68jypdBw==,250,bdOsupgUnR15nTzt2mBWMJTZvhaesKIwvtK8au09cgUkeSempQT5twSkA8ZBcNV9MpeRyXGKjiIdLqL+oAdpdAkUHWI=,1
88,oIQx5KFCfJwXt/0eh86TDdKoocqOv+LB1/XPPOwDMP5ARvueBdMiWIyrAZ/Gtw==,Itaú Unibanco,VjU/koVrcdMrNmaQwF62bIsPFYpSX6kvZ8qtYFpkM7VpNfzF,mnjedZ5oWtO6PhSkfFlPFNKqOGVnoX2UeAqo0w6NLuNpow==,142060tX12cL0dpNHEFw8bTRGqF2pF3PJseyqRxxWODyyQ==,345,ZXRGPoW0GsHbPVRULk/toZeJZtDZhGKolh6a7fRWqhFeDbzdszvFxGF28OnOE27Hme66UcHdgyKkJF1ea/zocF4rCEI=,0
89,NY7SQme0zEcE15YcR8IFltY0FOWOvyLQeOJ/WiHkzLaUdJlc2KAga8qxdHHQjI/H,Itaú Unibanco,rt6B5Feyb33L+BhHqdA/LMxwxw2Cc4e3geKo/+ymQWW2WEe+,CuVvb1Z00itnKn6MYEIL/Ip40NH3XbuoGPSCbcqn8ofkQA==,xaQtxt4P5oZ24EddV29V+689Wh3zLPFj6RqY+iFgA6i4xg==,815,DCdnGwwovhaVjRTKN+B0FYCtFpJpGy3ITG3IGse9lbE88ZtE26p909DTn40WSgYIZkX++7dNcs2Axkuq/QLAYo7i0/0=,1
90,YGc3YUN0hLcYfwEQygYFiG6BjxP0K2cYf8eDAOVzonpIlXIioDsVS7MHibYAlQVq8LtRCQ==,Itaú Unibanco,uOjiBOnaAunH8uMNuEijIcbQ5cq9vwU47jiw/29YDr755Xn3,uOkVb/LeQvYWnx/4Ot2oqSDYl4PB/vmf3HlJVAzG2cQhnw==,wMnsMq0B3KNEVr0nw8PH0fCYkDs0DrH53qZGUdqmuQ9Olg==,247,N3lHgTC5+FgYsA+ttMUlXEHwsvtsEi6Ih8ZuvuGoPSTb/kWEVGio+v7KdM5nXS5zaLLah4cmFz+o7NgubroMbli86E0=,1
